CE,CP,EPS1,FS1,FS2,PS1,PS2,PS3,PS4,PS5,PS6,SE,TS1,TS2,TS3,TS4,VS1,profile
27.874,1.746,2322.2,7.783,9.679,148.59,122.81,2.156,0.0,9.05,8.97,69.028,45.781,50.668,47.848,41.152,0.573,0
27.44,1.723,2323.8,7.839,9.686,148.75,123.26,2.133,0.0,9.048,8.974,68.998,45.801,50.711,47.844,41.223,0.579,0
27.678,1.738,2324.0,7.873,9.679,148.88,123.09,2.0,0.0,9.057,8.98,69.11,45.875,50.715,47.832,41.168,0.586,0
28.039,1.762,2323.8,7.848,9.642,148.75,123.13,2.133,0.0,9.08,8.998,68.926,45.777,50.711,47.941,41.172,0.59,0
28.179,1.761,2327.4,7.85,9.661,148.8,123.1,2.0,0.0,9.057,8.976,69.001,45.801,50.703,47.93,41.172,0.582,0
28.029,1.741,2325.4,7.773,9.674,148.52,122.91,2.156,0.0,9.035,8.951,69.039,45.793,50.699,47.859,41.168,0.584,0
27.965,1.742,2328.8,7.858,9.648,148.72,123.14,2.047,0.0,9.073,8.993,68.98,45.875,50.715,47.848,41.156,0.566,0
27.436,1.719,2325.6,7.848,9.641,148.88,123.13,2.078,0.0,9.094,9.012,68.957,45.793,50.715,47.844,41.234,0.578,0
28.188,1.763,2325.6,7.776,9.672,148.82,123.1,2.141,0.0,9.06,8.976,69.002,45.781,50.703,47.93,41.156,0.526,0
27.777,1.739,2327.8,7.854,9.668,148.8,123.08,2.156,0.0,9.05,8.976,68.875,45.781,50.715,47.859,41.164,0.595,0
28.284,1.761,2323.8,7.821,9.651,148.69,123.14,2.109,0.0,9.09,8.994,68.957,45.777,50.723,47.848,41.074,0.583,0
28.224,1.764,2323.4,7.861,9.64,148.75,123.38,2.109,0.0,9.068,8.983,69.047,45.781,50.723,47.855,41.078,0.58,0
27.967,1.756,2323.6,7.768,9.653,148.66,122.93,2.133,0.0,9.031,8.953,69.047,45.789,50.703,47.844,41.09,0.576,0
27.479,1.727,2324.0,7.846,9.662,148.8,123.09,2.047,0.0,9.094,9.007,68.988,45.789,50.723,47.793,41.152,0.579,0
27.529,1.738,2327.6,7.842,9.664,148.8,123.21,1.977,0.0,9.087,9.014,68.994,45.789,50.734,47.844,41.156,0.568,0
27.169,1.727,2327.8,7.839,9.676,148.72,123.04,2.187,0.0,9.057,8.974,68.985,45.789,50.723,47.848,41.23,0.569,0
27.439,1.737,2329.6,7.798,9.667,148.95,123.3,2.047,0.0,9.042,8.958,68.92,45.793,50.715,47.844,41.164,0.585,0
27.725,1.755,2331.6,7.863,9.659,148.74,123.11,2.141,0.0,9.055,8.977,68.883,45.789,50.727,47.859,41.09,0.572,0
27.725,1.753,2320.8,7.806,9.636,148.63,123.22,2.109,0.0,9.092,9.014,69.024,45.734,50.687,47.793,41.09,0.582,0
27.999,1.763,2320.0,7.797,9.659,148.59,122.91,2.195,0.0,9.044,8.965,69.142,45.766,50.66,47.855,41.078,0.599,0
27.789,1.748,2318.2,7.781,9.68,148.71,123.01,2.055,0.0,9.05,8.968,69.22,45.727,50.641,47.793,41.098,0.575,0
27.952,1.749,2320.0,7.777,9.664,148.56,123.01,2.008,0.0,9.078,8.994,69.152,45.723,50.645,47.793,41.086,0.571,0
27.987,1.75,2321.6,7.799,9.653,148.58,123.02,2.078,0.0,9.082,9.002,69.176,45.711,50.645,47.801,41.09,0.573,0
27.94,1.752,2321.6,7.773,9.671,148.59,122.92,2.172,0.0,9.043,8.96,69.089,45.738,50.629,47.805,41.086,0.576,0
27.763,1.745,2319.6,7.763,9.663,148.56,122.82,2.187,0.0,9.061,8.981,69.152,45.715,50.645,47.777,41.086,0.596,0
27.954,1.753,2316.0,7.792,9.652,148.94,123.44,2.102,0.0,9.09,9.007,69.133,45.727,50.617,47.793,41.074,0.576,0
27.756,1.745,2324.2,7.773,9.65,148.88,123.22,2.086,0.0,9.099,9.016,69.052,45.715,50.617,47.773,41.078,0.561,0
27.917,1.75,2319.6,7.775,9.668,148.59,122.94,2.008,0.0,9.057,8.976,69.219,45.711,50.539,47.773,41.09,0.563,0
28.029,1.759,2311.8,7.823,9.648,148.9,123.34,2.164,0.0,9.033,8.95,69.364,45.621,50.617,47.766,40.98,0.586,0
27.805,1.736,2314.2,7.791,9.651,149.05,123.44,2.117,0.0,9.045,8.97,69.303,45.703,50.629,47.762,41.086,0.567,0
28.228,1.763,2313.4,7.801,9.639,148.83,123.18,2.187,0.0,9.087,8.998,69.311,45.695,50.621,47.762,40.984,0.571,0
28.01,1.744,2321.6,7.829,9.653,149.13,123.43,2.141,0.0,9.085,9.005,69.257,45.621,50.613,47.762,41.074,0.576,0
27.728,1.738,2319.8,7.817,9.648,149.05,123.4,2.211,0.0,9.071,8.995,69.135,45.676,50.586,47.672,41.074,0.584,0
28.2,1.751,2326.8,7.819,9.664,149.02,123.57,2.008,0.0,9.031,8.957,69.058,45.609,50.621,47.754,40.996,0.551,0
27.994,1.761,2323.2,7.818,9.675,148.98,123.52,2.164,0.0,9.083,9.001,69.083,45.621,50.629,47.754,40.996,0.561,0
27.879,1.758,2320.8,7.828,9.67,149.07,123.4,2.133,0.0,9.078,8.986,69.193,45.629,50.594,47.762,40.992,0.566,0
27.927,1.763,2322.0,7.817,9.653,148.69,123.19,2.117,0.0,9.099,9.014,69.067,45.617,50.539,47.754,40.984,0.573,0
27.669,1.745,2323.8,7.826,9.651,148.79,123.12,2.047,0.0,9.095,9.019,69.012,45.543,50.539,47.766,41.012,0.539,0
28.153,1.766,2325.8,7.827,9.686,148.66,123.16,2.0,0.0,9.059,8.968,68.858,45.535,50.504,47.684,40.895,0.557,1
27.817,1.747,2323.6,7.821,9.676,148.64,123.18,2.109,0.0,9.075,8.991,68.928,45.523,50.465,47.586,40.906,0.574,1
27.784,1.74,2327.6,7.921,9.671,148.74,123.18,2.102,0.0,9.092,9.009,68.948,45.539,50.457,47.57,40.918,0.568,1
27.863,1.742,2327.4,7.797,9.658,148.69,123.29,2.062,0.0,9.09,9.014,68.976,45.543,50.465,47.578,40.906,0.574,1
27.756,1.729,2326.0,7.798,9.668,148.71,123.11,2.023,0.0,9.108,9.035,68.822,45.516,50.469,47.574,40.918,0.575,1
27.605,1.744,2319.8,7.713,9.657,148.66,123.01,2.086,0.0,9.122,9.033,69.174,45.562,50.453,47.586,40.926,0.552,1
27.817,1.746,2323.4,7.873,9.661,148.77,123.22,2.117,0.0,9.099,9.012,69.171,45.461,50.43,47.598,40.918,0.589,1
27.47,1.722,2319.8,7.835,9.648,148.75,123.12,2.164,0.0,9.097,9.014,69.203,45.461,50.398,47.547,40.906,0.554,1
27.729,1.73,2321.8,7.716,9.656,148.77,123.16,2.023,0.0,9.101,9.009,69.003,45.535,50.375,47.539,40.914,0.581,1
27.781,1.738,2323.6,7.892,9.684,148.74,123.27,1.937,0.0,9.07,8.987,68.951,45.441,50.375,47.574,40.895,0.551,1
27.728,1.748,2348.4,7.58,9.683,148.08,122.67,1.977,0.0,9.083,8.991,65.148,45.355,50.309,47.512,40.824,0.574,1
27.596,1.725,2351.2,7.388,9.709,148.27,122.75,1.992,0.0,9.095,9.006,65.122,45.277,50.277,47.422,40.836,0.6,0
27.834,1.742,2349.8,7.473,9.681,148.15,122.62,2.062,0.0,9.144,9.059,64.841,45.273,50.234,47.41,40.754,0.584,0
27.655,1.719,2351.4,7.479,9.677,148.23,122.74,2.055,0.0,9.121,9.035,64.727,45.262,50.164,47.355,40.746,0.574,0
27.906,1.753,2351.8,7.511,9.691,147.97,122.56,1.945,0.0,9.108,9.019,65.052,45.191,50.102,47.363,40.664,0.565,0
28.301,1.769,2350.4,7.626,9.717,148.08,122.51,2.023,0.0,9.101,9.0,65.149,45.109,50.047,47.344,40.586,0.569,0
27.85,1.74,2353.2,7.623,9.699,148.18,122.57,2.008,0.0,9.097,9.026,65.087,45.059,50.043,47.254,40.574,0.589,0
27.89,1.743,2351.6,7.377,9.707,148.28,122.79,2.086,0.0,9.099,9.019,65.045,45.098,50.035,47.254,40.57,0.575,0
27.686,1.721,2350.2,7.598,9.686,148.08,122.67,1.969,0.0,9.11,9.024,65.155,45.102,50.047,47.156,40.574,0.585,0
27.558,1.714,2351.4,7.558,9.69,148.16,122.69,1.969,0.0,9.095,9.006,65.009,45.031,49.988,47.168,40.582,0.578,0
27.593,1.721,2348.4,7.461,9.708,148.12,122.82,1.937,0.0,9.099,9.014,64.874,45.051,50.004,47.168,40.574,0.579,0
27.457,1.718,2345.6,7.601,9.695,148.16,122.85,2.055,0.0,9.097,9.019,65.249,45.035,50.02,47.172,40.582,0.579,0
27.619,1.72,2345.8,7.576,9.689,148.19,122.59,1.977,0.0,9.118,9.035,65.256,45.102,49.961,47.16,40.582,0.586,0
27.813,1.749,2345.8,7.579,9.689,148.29,122.77,2.047,0.0,9.154,9.06,65.345,45.035,49.949,47.16,40.48,0.583,0
28.358,1.762,2353.4,7.421,9.689,148.2,122.69,2.047,0.0,9.153,9.061,64.982,45.023,49.961,47.105,40.402,0.587,0
27.745,1.736,2353.6,7.595,9.681,148.25,122.59,2.055,0.0,9.156,9.065,65.145,45.02,49.953,47.102,40.484,0.579,0
27.38,1.702,2353.6,7.464,9.681,148.28,122.8,1.977,0.0,9.146,9.066,65.027,45.043,49.949,47.117,40.574,0.574,0
27.734,1.744,2349.8,7.51,9.68,148.23,122.85,2.023,0.0,9.153,9.069,64.972,45.023,49.937,47.133,40.484,0.581,0
27.863,1.753,2349.6,7.351,9.681,148.27,122.69,2.133,0.0,9.153,9.068,64.916,44.949,49.914,47.113,40.414,0.581,0
27.614,1.728,2349.8,7.433,9.684,148.13,122.64,2.031,0.0,9.141,9.052,64.497,45.035,49.91,47.125,40.496,0.568,0
27.315,1.713,2348.2,7.581,9.683,148.19,122.8,1.969,0.0,9.146,9.052,64.947,44.937,49.887,47.125,40.59,0.571,0
27.373,1.721,2350.4,7.416,9.693,148.29,122.53,2.031,0.0,9.141,9.056,64.924,45.023,49.887,47.156,40.574,0.58,0
27.601,1.726,2347.2,7.464,9.704,148.16,122.57,2.031,0.0,9.125,9.032,64.889,45.023,49.914,47.113,40.484,0.577,0
27.556,1.732,2352.6,7.573,9.693,148.17,122.62,2.047,0.0,9.126,9.049,65.243,45.016,49.887,47.125,40.492,0.562,0
27.435,1.734,2353.8,7.49,9.683,148.15,122.88,1.867,0.0,9.142,9.057,64.682,45.023,49.895,47.113,40.496,0.565,0
27.631,1.746,2353.6,7.349,9.683,148.1,122.46,2.078,0.0,9.16,9.068,65.01,45.035,49.871,47.105,40.496,0.572,0
27.841,1.748,2348.8,7.326,9.679,148.06,122.73,2.008,0.0,9.125,9.04,65.194,45.016,49.895,47.129,40.504,0.58,0
27.533,1.732,2349.6,7.486,9.689,148.19,122.87,1.945,0.0,9.092,9.0,64.884,44.93,49.887,47.078,40.426,0.568,0
27.633,1.742,2345.6,7.427,9.663,148.31,122.62,2.008,0.0,9.152,9.059,65.003,44.941,49.887,47.086,40.426,0.578,0
27.562,1.748,2342.0,7.511,9.682,148.15,122.83,2.023,0.0,9.151,9.075,64.995,44.93,49.879,47.09,40.414,0.607,0
27.472,1.742,2344.0,7.42,9.67,148.31,122.88,1.937,0.0,9.137,9.043,65.321,44.941,49.828,47.078,40.402,0.568,0
27.546,1.743,2353.6,7.583,9.706,148.14,122.59,1.937,0.0,9.12,9.051,64.928,44.937,49.844,47.094,40.418,0.581,0
27.863,1.746,2350.0,7.403,9.709,148.23,122.82,1.977,0.0,9.112,9.027,64.766,44.926,49.82,47.086,40.402,0.571,0
27.839,1.748,2352.0,7.467,9.706,148.31,122.88,1.977,0.0,9.109,9.036,64.569,44.918,49.832,47.09,40.402,0.582,0
27.703,1.745,2351.4,7.353,9.701,148.13,122.44,2.187,0.0,9.141,9.048,65.123,44.941,49.801,47.008,40.332,0.566,0
27.724,1.742,2347.8,7.463,9.696,148.2,122.92,1.969,0.0,9.149,9.069,65.006,44.941,49.812,47.012,40.41,0.58,0
27.58,1.72,2353.6,7.476,9.695,148.2,122.98,1.977,0.0,9.139,9.052,64.715,44.937,49.82,47.004,40.402,0.589,0
27.367,1.721,2347.8,7.559,9.708,148.19,122.8,2.023,0.0,9.107,9.024,64.982,44.941,49.801,46.996,40.41,0.563,0
28.059,1.766,2347.6,7.33,9.672,148.31,122.74,2.023,0.0,9.134,9.057,64.949,44.93,49.828,47.02,40.242,0.584,0
27.518,1.72,2349.6,7.462,9.703,148.23,122.82,1.937,0.0,9.102,9.021,64.827,44.844,49.801,47.004,40.402,0.592,0
27.43,1.72,2349.6,7.429,9.702,148.32,122.77,2.023,0.0,9.137,9.046,64.875,44.836,49.801,47.012,40.418,0.6,0
27.096,1.698,2331.8,7.422,9.699,148.52,122.91,2.055,0.0,9.108,9.021,66.376,44.957,49.801,47.023,40.418,0.576,1
27.197,1.699,2337.6,7.439,9.695,148.53,123.04,2.102,0.0,9.149,9.07,66.3,44.855,49.828,47.008,40.41,0.589,0
28.146,1.763,2339.6,7.581,9.696,148.47,123.06,1.867,0.0,9.089,9.002,66.475,44.93,49.82,47.004,40.254,0.593,0
27.332,1.718,2333.8,7.674,9.694,148.56,122.94,1.953,0.0,9.139,9.042,66.679,44.863,49.812,47.004,40.414,0.59,0
27.364,1.72,2333.6,7.558,9.667,148.44,123.16,2.031,0.0,9.123,9.039,66.479,44.863,49.844,47.004,40.398,0.602,0
27.369,1.719,2329.6,7.624,9.684,148.41,122.74,1.992,0.0,9.102,9.023,66.846,44.855,49.828,46.996,40.398,0.6,0
27.363,1.726,2331.4,7.803,9.672,148.31,122.95,2.047,0.0,9.152,9.061,66.756,44.937,49.832,47.02,40.402,0.589,0
27.614,1.741,2337.6,7.664,9.687,148.51,122.95,2.047,0.0,9.106,9.026,66.655,44.848,49.816,46.992,40.32,0.58,0
27.226,1.721,2339.6,7.739,9.682,148.37,122.77,2.008,0.0,9.153,9.063,66.533,44.859,49.832,47.012,40.414,0.571,0
27.568,1.724,2341.8,7.638,9.681,148.41,122.98,2.031,0.0,9.127,9.05,66.56,44.855,49.805,46.91,40.324,0.582,0
27.233,1.703,2339.6,7.556,9.691,148.44,122.92,1.977,0.0,9.155,9.057,66.498,44.859,49.812,46.914,40.41,0.568,0
27.364,1.714,2339.6,7.72,9.688,148.45,122.87,2.0,0.0,9.107,9.016,66.688,44.859,49.793,46.996,40.418,0.574,0
27.43,1.72,2341.6,7.701,9.699,148.39,123.01,2.0,0.0,9.104,9.023,66.593,44.848,49.805,47.004,40.414,0.577,0
27.314,1.721,2343.8,7.636,9.693,148.56,122.87,1.992,0.0,9.111,9.035,66.574,44.836,49.816,47.004,40.426,0.605,0
27.644,1.747,2338.8,7.657,9.686,148.47,122.98,1.992,0.0,9.146,9.063,66.424,44.848,49.805,47.004,40.324,0.602,0
27.703,1.746,2339.8,7.696,9.682,148.47,123.06,2.0,0.0,9.152,9.078,66.461,44.855,49.793,46.914,40.242,0.567,0
27.668,1.744,2341.4,7.73,9.694,148.56,123.0,2.047,0.0,9.137,9.047,66.502,44.855,49.801,46.937,40.254,0.577,0
27.687,1.737,2341.8,7.603,9.68,148.53,123.01,2.109,0.0,9.116,9.042,66.346,44.855,49.801,46.91,40.246,0.577,0
27.752,1.743,2345.8,7.571,9.697,148.45,122.9,2.102,0.0,9.129,9.05,66.506,44.781,49.801,46.926,40.23,0.593,0
27.752,1.745,2343.6,7.611,9.688,148.58,123.12,2.227,0.0,9.134,9.057,66.487,44.863,49.789,46.91,40.293,0.586,0
27.655,1.746,2341.8,7.607,9.69,148.61,123.06,2.047,0.0,9.151,9.073,66.544,44.859,49.801,46.926,40.246,0.586,0
27.652,1.745,2343.0,7.738,9.699,148.47,123.04,1.937,0.0,9.128,9.047,66.587,44.848,49.801,46.898,40.254,0.575,0
27.583,1.738,2340.0,7.553,9.686,148.69,123.0,2.133,0.0,9.134,9.054,66.5,44.855,49.793,46.918,40.246,0.571,0
27.844,1.765,2339.8,7.473,9.686,148.71,123.04,2.102,0.0,9.124,9.043,66.346,44.766,49.762,46.914,40.18,0.591,0
27.542,1.739,2339.6,7.712,9.704,148.69,123.11,2.0,0.0,9.125,9.04,66.586,44.699,49.734,46.918,40.242,0.583,0
27.691,1.742,2343.4,7.695,9.687,148.56,123.01,2.008,0.0,9.117,9.038,66.431,44.703,49.738,46.82,40.16,0.572,0
27.549,1.753,2341.6,7.653,9.704,148.56,123.16,2.086,0.0,9.126,9.045,66.521,44.699,49.711,46.91,40.242,0.589,0
27.324,1.721,2341.8,7.579,9.699,148.63,122.95,1.992,0.0,9.122,9.036,66.488,44.699,49.711,46.82,40.238,0.595,0
27.824,1.766,2345.6,7.636,9.711,148.49,122.98,2.047,0.0,9.141,9.054,66.337,44.715,49.703,46.93,40.152,0.586,0
27.566,1.751,2343.6,7.542,9.7,148.66,122.88,2.0,0.0,9.141,9.05,66.352,44.691,49.695,46.824,40.16,0.598,0
27.542,1.745,2344.0,7.423,9.683,148.58,123.02,2.102,0.0,9.16,9.073,66.263,44.715,49.703,46.824,40.164,0.598,0
27.63,1.743,2341.8,7.674,9.682,148.48,122.92,2.008,0.0,9.161,9.066,66.377,44.637,49.664,46.82,40.164,0.579,0
27.659,1.745,2345.6,7.391,9.687,148.56,123.04,1.992,0.0,9.174,9.1,66.162,44.621,49.652,46.742,40.066,0.567,0
27.447,1.739,2337.8,7.555,9.696,148.64,122.95,2.187,0.0,9.172,9.092,66.603,44.625,49.641,46.75,40.082,0.571,0
27.07,1.712,2338.6,7.578,9.715,148.63,123.12,2.0,0.0,9.141,9.062,66.557,44.621,49.625,46.676,40.152,0.568,0
27.34,1.72,2337.6,7.459,9.707,148.58,122.8,2.023,0.0,9.127,9.047,66.56,44.633,49.652,46.676,40.07,0.554,0
27.819,1.762,2337.6,7.588,9.683,148.59,123.01,1.977,0.0,9.16,9.073,66.476,44.625,49.629,46.754,40.0,0.588,0
27.606,1.748,2333.8,7.589,9.703,148.68,123.22,2.141,0.0,9.17,9.077,66.513,44.617,49.602,46.754,40.086,0.587,0
27.671,1.741,2339.6,7.609,9.69,148.79,123.31,2.086,0.0,9.128,9.04,66.515,44.621,49.543,46.742,40.066,0.765,0
27.631,1.751,2337.8,7.595,9.699,148.63,123.16,2.031,0.0,9.146,9.052,66.628,44.543,49.609,46.684,39.969,0.609,0
27.555,1.748,2337.6,7.606,9.697,148.66,123.18,2.008,0.0,9.179,9.093,66.715,44.527,49.582,46.66,40.0,0.582,0
27.787,1.756,2326.8,7.921,9.676,149.07,123.61,2.133,0.0,9.164,9.085,69.187,44.621,49.625,46.676,39.98,0.58,1
27.261,1.72,2324.8,7.766,9.697,148.98,123.38,2.172,0.0,9.134,9.052,69.097,44.637,49.625,46.684,40.098,0.571,0
27.881,1.763,2320.6,7.921,9.704,149.03,123.19,2.109,0.0,9.111,9.028,69.222,44.633,49.656,46.734,39.988,0.58,0
27.721,1.768,2324.6,7.933,9.683,149.01,123.34,2.031,0.0,9.136,9.051,69.275,44.711,49.676,46.684,39.992,0.586,0
27.734,1.77,2327.2,7.701,9.679,149.04,123.35,2.211,0.0,9.167,9.075,69.099,44.699,49.711,46.738,40.07,0.576,0
27.722,1.766,2327.0,7.848,9.709,149.01,123.35,1.977,0.0,9.12,9.031,69.107,44.664,49.711,46.727,39.992,0.596,0
27.737,1.769,2325.8,7.879,9.706,149.05,123.37,2.211,0.0,9.173,9.092,69.179,44.703,49.723,46.832,40.066,0.577,0
27.668,1.766,2331.6,7.843,9.7,149.11,123.42,2.086,0.0,9.111,9.031,69.097,44.703,49.719,46.82,40.059,0.573,0
27.213,1.734,2335.8,7.93,9.714,148.99,123.34,2.164,0.0,9.126,9.03,69.003,44.699,49.719,46.809,40.164,0.549,0
27.692,1.756,2331.8,7.741,9.702,149.03,123.41,2.047,0.0,9.123,9.042,68.983,44.699,49.773,46.824,40.074,0.595,0
27.824,1.781,2336.0,7.944,9.695,149.01,123.38,2.109,0.0,9.175,9.09,69.056,44.711,49.777,46.918,40.07,0.558,0
27.583,1.767,2337.8,7.916,9.694,149.15,123.41,2.109,0.0,9.142,9.054,69.03,44.687,49.766,46.914,40.176,0.562,0
27.625,1.761,2337.4,7.818,9.717,149.12,123.43,2.031,0.0,9.149,9.069,68.89,44.758,49.801,46.82,40.074,0.567,0
27.817,1.785,2335.6,7.916,9.676,148.95,123.41,2.047,0.0,9.169,9.085,68.931,44.715,49.789,46.832,40.07,0.575,0
27.858,1.789,2335.6,7.898,9.701,148.96,123.24,2.164,0.0,9.156,9.085,68.993,44.687,49.789,46.918,40.082,0.569,0
27.364,1.762,2334.0,7.923,9.683,149.04,123.4,2.141,0.0,9.158,9.075,68.919,44.711,49.789,46.809,40.082,0.583,0
27.799,1.775,2333.8,7.909,9.729,149.19,123.3,2.102,0.0,9.135,9.046,69.04,44.699,49.805,46.844,39.988,0.568,0
27.966,1.784,2337.2,7.841,9.719,149.02,123.47,1.945,0.0,9.125,9.033,68.955,44.687,49.789,46.848,39.98,0.585,0
27.788,1.79,2335.6,7.814,9.693,149.04,123.55,2.109,0.0,9.16,9.078,68.899,44.633,49.738,46.941,40.074,0.597,0
27.561,1.773,2338.0,7.804,9.699,149.11,123.5,2.078,0.0,9.184,9.101,68.798,44.727,49.738,46.844,40.074,0.567,0
27.469,1.763,2337.2,7.921,9.694,149.13,123.5,2.055,0.0,9.156,9.073,68.874,44.617,49.738,46.844,40.066,0.567,0
27.462,1.77,2334.0,7.802,9.704,149.09,123.43,2.078,0.0,9.149,9.068,68.869,44.703,49.766,46.832,40.074,0.567,0
27.209,1.736,2335.4,7.726,9.709,149.13,123.39,2.117,0.0,9.128,9.039,68.82,44.691,49.758,46.738,40.102,0.566,0
27.464,1.761,2335.8,7.941,9.724,149.07,123.29,2.055,0.0,9.127,9.042,69.172,44.684,49.746,46.805,40.082,0.559,0
27.501,1.762,2334.0,7.708,9.707,149.11,123.35,2.023,0.0,9.134,9.043,68.858,44.625,49.738,46.809,40.074,0.573,0
27.834,1.786,2334.0,7.787,9.706,149.27,123.53,2.062,0.0,9.155,9.059,68.892,44.637,49.719,46.836,40.0,0.556,0
27.988,1.788,2337.2,7.871,9.706,149.19,123.49,1.953,0.0,9.159,9.073,68.927,44.684,49.711,46.836,39.98,0.574,0
27.722,1.771,2338.6,7.879,9.719,148.99,123.19,2.172,0.0,9.151,9.076,68.89,44.633,49.707,46.832,40.082,0.58,0
27.501,1.761,2334.0,7.835,9.72,149.06,123.42,2.062,0.0,9.118,9.03,68.883,44.625,49.707,46.824,40.074,0.571,0
28.09,1.803,2339.2,7.836,9.706,148.88,123.55,2.047,0.0,9.117,9.036,68.892,44.703,49.738,46.832,40.016,0.564,0
27.428,1.765,2337.4,7.93,9.686,149.03,123.49,2.078,0.0,9.166,9.078,68.977,44.699,49.703,46.824,40.074,0.579,0
27.098,1.749,2335.4,7.829,9.698,148.91,123.3,2.078,0.0,9.127,9.036,68.849,44.687,49.711,46.766,40.086,0.56,0
27.415,1.767,2334.4,7.754,9.695,149.02,123.26,2.086,0.0,9.169,9.087,68.641,44.621,49.707,46.824,40.066,0.574,0
27.091,1.746,2331.4,7.778,9.7,149.23,123.48,2.109,0.0,9.158,9.078,69.029,44.691,49.719,46.824,40.098,0.563,0
27.473,1.765,2332.2,7.815,9.707,149.09,123.59,1.937,0.0,9.13,9.038,68.83,44.699,49.73,46.742,40.0,0.572,0
27.736,1.782,2333.6,7.744,9.702,148.91,123.34,2.078,0.0,9.16,9.064,68.76,44.676,49.707,46.82,40.008,0.556,0
27.761,1.783,2335.2,7.682,9.694,149.04,123.38,2.117,0.0,9.135,9.049,68.834,44.621,49.691,46.824,39.988,0.565,0
27.624,1.784,2336.0,7.768,9.704,148.91,123.44,2.133,0.0,9.137,9.039,69.049,44.621,49.68,46.809,40.008,0.568,0
27.417,1.754,2333.4,7.861,9.717,148.98,123.35,2.156,0.0,9.132,9.051,69.058,44.625,49.648,46.738,40.008,0.563,0
27.561,1.756,2333.2,7.917,9.706,149.05,123.38,2.055,0.0,9.144,9.06,69.073,44.617,49.648,46.738,40.004,0.569,0
27.422,1.744,2327.8,7.684,9.693,149.06,123.14,2.055,0.0,9.168,9.092,68.945,44.617,49.652,46.742,40.0,0.559,0
27.621,1.764,2337.8,7.802,9.694,149.07,123.35,2.117,0.0,9.187,9.104,68.954,44.621,49.637,46.738,40.004,0.561,1
27.336,1.753,2336.2,7.804,9.691,149.07,123.4,2.031,0.0,9.189,9.12,68.792,44.543,49.629,46.687,40.004,0.581,1
27.695,1.766,2337.8,7.854,9.68,149.01,123.57,2.062,0.0,9.196,9.118,68.882,44.605,49.637,46.672,39.922,0.567,1
27.652,1.776,2339.6,7.829,9.694,149.13,123.7,2.062,0.0,9.187,9.107,68.886,44.625,49.602,46.684,39.914,0.586,1
27.622,1.782,2336.0,7.811,9.708,149.07,123.48,2.023,0.0,9.163,9.083,68.86,44.543,49.555,46.684,39.922,0.564,1
27.459,1.767,2337.4,7.754,9.717,148.91,123.49,2.172,0.0,9.167,9.085,68.738,44.543,49.555,46.648,39.926,0.56,1
27.815,1.784,2341.6,7.733,9.716,148.98,123.35,2.062,0.0,9.144,9.056,68.617,44.539,49.559,46.656,39.828,0.555,1
27.481,1.763,2338.0,7.831,9.714,149.17,123.76,2.109,0.0,9.181,9.09,68.695,44.516,49.555,46.668,39.902,0.567,1
27.568,1.773,2339.6,7.718,9.717,149.17,123.43,2.086,0.0,9.212,9.123,68.871,44.516,49.547,46.672,39.91,0.575,1
27.628,1.767,2337.8,7.764,9.701,149.28,123.47,2.062,0.0,9.187,9.108,68.86,44.445,49.531,46.656,39.914,0.563,1
27.213,1.745,2363.8,7.511,9.699,148.31,122.92,1.953,0.0,9.201,9.112,64.876,44.434,49.527,46.574,39.902,0.53,1
27.328,1.749,2360.0,7.49,9.711,148.44,122.96,2.008,0.0,9.219,9.146,64.64,44.355,49.395,46.496,39.832,0.574,0
27.107,1.725,2361.6,7.524,9.726,148.44,122.93,2.047,0.0,9.226,9.148,65.0,44.297,49.312,46.402,39.828,0.573,0
27.386,1.745,2363.8,7.661,9.719,148.45,122.93,2.0,0.0,9.208,9.122,65.46,44.277,49.301,46.398,39.75,0.566,0
27.171,1.724,2359.6,7.575,9.728,148.5,122.98,2.078,0.0,9.187,9.108,65.334,44.199,49.289,46.324,39.742,0.577,0
27.517,1.751,2363.6,7.592,9.736,148.41,123.06,2.078,0.0,9.179,9.101,65.271,44.207,49.27,46.332,39.676,0.564,0
27.403,1.74,2361.8,7.354,9.714,148.39,122.81,2.187,0.0,9.217,9.131,64.77,44.184,49.219,46.316,39.672,0.576,0
27.25,1.729,2361.8,7.481,9.738,148.44,123.06,1.992,0.0,9.187,9.109,64.757,44.191,49.207,46.266,39.676,0.574,0
27.364,1.732,2361.6,7.54,9.757,148.39,122.94,2.047,0.0,9.179,9.081,64.831,44.207,49.195,46.242,39.676,0.572,0
27.545,1.75,2357.6,7.404,9.742,148.42,122.88,2.0,0.0,9.219,9.129,65.249,44.23,49.223,46.262,39.676,0.577,0
27.412,1.73,2355.8,7.615,9.728,148.52,123.06,2.0,0.0,9.184,9.097,65.322,44.195,49.16,46.324,39.672,0.579,0
27.135,1.711,2355.6,7.459,9.726,148.37,123.26,2.031,0.0,9.207,9.13,65.041,44.211,49.148,46.309,39.738,0.573,0
27.559,1.74,2357.8,7.549,9.71,148.4,123.06,2.047,0.0,9.165,9.082,65.054,44.289,49.191,46.316,39.676,0.584,0
27.374,1.735,2357.6,7.538,9.723,148.63,122.93,1.937,0.0,9.184,9.106,65.278,44.195,49.187,46.305,39.687,0.593,0
27.004,1.725,2359.8,7.361,9.724,148.51,122.98,2.102,0.0,9.233,9.157,64.938,44.191,49.152,46.309,39.742,0.571,0
